Incident Date,Incident Time,Flight ID,Aircraft,Altitude,Airport,Laser Color,Injury,City,State,datetime_utc,year,injury_clean,state_clean,colors_clean
2010-01-03,518.0,DAL1298,MD81,2000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-01-03 05:18:00,2010,NO,PENNSYLVANIA,green
2010-01-14,30.0,AWE1240,B737,6000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-01-14 00:30:00,2010,NO,PENNSYLVANIA,green
2010-01-16,2310.0,SWA9003,B737,17000.0,PTW,green,NO,Pottstown,PENNSYLVANIA,2010-01-16 23:10:00,2010,NO,PENNSYLVANIA,green
2010-01-21,26.0,STAT4,EC35,2200.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-01-21 00:26:00,2010,NO,PENNSYLVANIA,green
2010-02-04,205.0,SWA1876,B733,4000.0,AGC,green,NO,Pittsburgh,PENNSYLVANIA,2010-02-04 02:05:00,2010,NO,PENNSYLVANIA,green
2010-02-14,250.0,RPA3126,E170,10000.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-02-14 02:50:00,2010,NO,PENNSYLVANIA,green
2010-03-06,2342.0,DAL1018,MD90,,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-03-06 23:42:00,2010,NO,PENNSYLVANIA,green
2010-03-07,3.0,EJA984,C750,1000.0,PNE,green,NO,Philadelphia,PENNSYLVANIA,2010-03-07 00:03:00,2010,NO,PENNSYLVANIA,green
2010-03-19,127.0,AWE5,A320,6000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-03-19 01:27:00,2010,NO,PENNSYLVANIA,green
2010-03-19,338.0,UAL640T,A320,5000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-03-19 03:38:00,2010,NO,PENNSYLVANIA,green
2010-03-20,107.0,STAT2,BL17,2500.0,AGC,green,NO,Pittsburgh,PENNSYLVANIA,2010-03-20 01:07:00,2010,NO,PENNSYLVANIA,green
2010-04-02,27.0,N112MA,MU2,11000.0,N71,green,NO,Mount Joy/Marietta,PENNSYLVANIA,2010-04-02 00:27:00,2010,NO,PENNSYLVANIA,green
2010-04-02,128.0,STAT1,EC35,2500.0,AGC,green,NO,Pittsburgh,PENNSYLVANIA,2010-04-02 01:28:00,2010,NO,PENNSYLVANIA,green
2010-04-02,208.0,FDX1253,B722,2500.0,ABE,green,NO,Allentown,PENNSYLVANIA,2010-04-02 02:08:00,2010,NO,PENNSYLVANIA,green
2010-04-02,215.0,FDX3,MD10,14000.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-04-02 02:15:00,2010,NO,PENNSYLVANIA,green
2010-04-02,320.0,NWA3809,CRJ2,2000.0,ERI,green,NO,Erie,PENNSYLVANIA,2010-04-02 03:20:00,2010,NO,PENNSYLVANIA,green
2010-04-06,245.0,BTA2691,E145,,MXE,green,NO,Modena,PENNSYLVANIA,2010-04-06 02:45:00,2010,NO,PENNSYLVANIA,green
2010-04-08,315.0,AWI3866,CRJ2,4000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-04-08 03:15:00,2010,NO,PENNSYLVANIA,green
2010-04-16,145.0,RPA3340,UNKN,4000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-04-16 01:45:00,2010,NO,PENNSYLVANIA,green
2010-04-23,147.0,AWI3554,CRJ7,15000.0,DPK,green,NO,Deer Park,PENNSYLVANIA,2010-04-23 01:47:00,2010,NO,PENNSYLVANIA,green
2010-04-29,320.0,UAL694,A320,13000.0,FJC,green,NO,Allentown,PENNSYLVANIA,2010-04-29 03:20:00,2010,NO,PENNSYLVANIA,green
2010-04-29,327.0,SWA690,B737,13000.0,FJC,green,NO,Allentown,PENNSYLVANIA,2010-04-29 03:27:00,2010,NO,PENNSYLVANIA,green
2010-05-01,101.0,N3016N,PA32,1500.0,ABE,green,NO,Allentown,PENNSYLVANIA,2010-05-01 01:01:00,2010,NO,PENNSYLVANIA,green
2010-05-01,201.0,COM8694,DH8C,4000.0,MDT,green,NO,Harrisburg,PENNSYLVANIA,2010-05-01 02:01:00,2010,NO,PENNSYLVANIA,green
2010-05-07,241.0,DAL2928,A320,6000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-05-07 02:41:00,2010,NO,PENNSYLVANIA,green
2010-05-15,219.0,MES2690,CRJ9,9000.0,MDT,green,NO,Harrisburg,PENNSYLVANIA,2010-05-15 02:19:00,2010,NO,PENNSYLVANIA,green
2010-05-15,235.0,RPA3388,E170,6000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-05-15 02:35:00,2010,NO,PENNSYLVANIA,green
2010-05-15,311.0,LOF7974,E145,7000.0,ARD,green,NO,Yardley,PENNSYLVANIA,2010-05-15 03:11:00,2010,NO,PENNSYLVANIA,green
2010-05-30,300.0,PDT4174,DH8C,4000.0,PTW,green,NO,Pottstown,PENNSYLVANIA,2010-05-30 03:00:00,2010,NO,PENNSYLVANIA,green
2010-06-05,314.0,SWA8421,B737,9000.0,HAR,green,NO,Harrisburg,PENNSYLVANIA,2010-06-05 03:14:00,2010,NO,PENNSYLVANIA,green
2010-06-10,148.0,SWA1413,B733,10000.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-06-10 01:48:00,2010,NO,PENNSYLVANIA,green
2010-06-11,142.0,PDT4336,DH8A,4000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-06-11 01:42:00,2010,NO,PENNSYLVANIA,green
2010-06-12,225.0,N990M,C550,,AGC,green,NO,Pittsburgh,PENNSYLVANIA,2010-06-12 02:25:00,2010,NO,PENNSYLVANIA,green
2010-06-20,230.0,EMD9,UH1,500.0,74PN,green,NO,Altoona,PENNSYLVANIA,2010-06-20 02:30:00,2010,NO,PENNSYLVANIA,green
2010-06-23,251.0,UPS1153,B752,6000.0,MXE,green,NO,Modena,PENNSYLVANIA,2010-06-23 02:51:00,2010,NO,PENNSYLVANIA,green
2010-06-26,225.0,EGF3945,E145,3000.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-06-26 02:25:00,2010,NO,PENNSYLVANIA,green
2010-06-27,155.0,TCF7741,E170,3000.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-06-27 01:55:00,2010,NO,PENNSYLVANIA,green
2010-06-30,354.0,DAL1224,B737,6000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-06-30 03:54:00,2010,NO,PENNSYLVANIA,green
2010-07-01,715.0,N3052D,J5,1500.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-07-01 07:15:00,2010,NO,PENNSYLVANIA,green
2010-07-03,340.0,COA1593,B737,16500.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-07-03 03:40:00,2010,NO,PENNSYLVANIA,green
2010-07-04,422.0,N4863W,AC11,6000.0,ABE,green,NO,Allentown,PENNSYLVANIA,2010-07-04 04:22:00,2010,NO,PENNSYLVANIA,green
2010-07-06,143.0,AWI3774,CRJ2,1000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-07-06 01:43:00,2010,NO,PENNSYLVANIA,green
2010-07-06,245.0,N5158Q,C172,,PHL,unkn,NO,Philadelphia,PENNSYLVANIA,2010-07-06 02:45:00,2010,NO,PENNSYLVANIA,unknown
2010-07-07,105.0,EJA819,C560,500.0,PNE,green,NO,Philadelphia,PENNSYLVANIA,2010-07-07 01:05:00,2010,NO,PENNSYLVANIA,green
2010-07-07,218.0,UPS1153,B752,14000.0,MMJ,green,NO,Pittsburgh,PENNSYLVANIA,2010-07-07 02:18:00,2010,NO,PENNSYLVANIA,green
2010-07-08,105.0,EXJ819,C560,500.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-07-08 01:05:00,2010,NO,PENNSYLVANIA,green
2010-07-08,510.0,LN304ME,BK17,2800.0,JST,unkn,NO,Johnstown,PENNSYLVANIA,2010-07-08 05:10:00,2010,NO,PENNSYLVANIA,unknown
2010-07-12,327.0,RPA3129,E170,4000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-07-12 03:27:00,2010,NO,PENNSYLVANIA,green
2010-07-12,327.0,DAL2162,B752,10000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-07-12 03:27:00,2010,NO,PENNSYLVANIA,green
2010-07-12,327.0,UPS1153,B752,3000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-07-12 03:27:00,2010,NO,PENNSYLVANIA,green
2010-07-15,135.0,JIA252,CRJ7,1000.0,AVP,green,NO,Wilkes-Barre/Scranton,PENNSYLVANIA,2010-07-15 01:35:00,2010,NO,PENNSYLVANIA,green
2010-07-15,217.0,LFENET62,Helo,1000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-07-15 02:17:00,2010,NO,PENNSYLVANIA,green
2010-07-15,219.0,MEDIVAC5,Helo,1000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-07-15 02:19:00,2010,NO,PENNSYLVANIA,green
2010-07-16,135.0,PSA252,CARJ,1000.0,AVP,green,NO,Wilkes-Barre/Scranton,PENNSYLVANIA,2010-07-16 01:35:00,2010,NO,PENNSYLVANIA,green
2010-07-16,215.0,UCA8661,DH8,,AVP,green,NO,Wilkes-Barre/Scranton,PENNSYLVANIA,2010-07-16 02:15:00,2010,NO,PENNSYLVANIA,green
2010-07-17,1954.0,TRS538,B712,,ABE,green,NO,Allentown,PENNSYLVANIA,2010-07-17 19:54:00,2010,NO,PENNSYLVANIA,green
2010-07-20,358.0,PDT4174,DH8C,3000.0,ABE,green,NO,Allentown,PENNSYLVANIA,2010-07-20 03:58:00,2010,NO,PENNSYLVANIA,green
2010-07-21,250.0,N911AT,C172,5000.0,MDT,green,NO,Harrisburg,PENNSYLVANIA,2010-07-21 02:50:00,2010,NO,PENNSYLVANIA,green
2010-07-22,240.0,RPA3126,E170,5800.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-07-22 02:40:00,2010,NO,PENNSYLVANIA,green
2010-07-28,200.0,SWA656,B737,4000.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-07-28 02:00:00,2010,NO,PENNSYLVANIA,green
2010-07-28,317.0,BTA2556,E45X,6000.0,ABE,green,NO,Allentown,PENNSYLVANIA,2010-07-28 03:17:00,2010,NO,PENNSYLVANIA,green
2010-07-31,255.0,PDT4217,DH8A,6000.0,RDG,green,NO,Reading,PENNSYLVANIA,2010-07-31 02:55:00,2010,NO,PENNSYLVANIA,green
2010-07-31,445.0,AIREVA81,B206,2000.0,PIT,white,NO,Pittsburgh,PENNSYLVANIA,2010-07-31 04:45:00,2010,NO,PENNSYLVANIA,white
2010-08-02,100.0,N132DR,C152,1000.0,PNE,green,NO,Philadelphia,PENNSYLVANIA,2010-08-02 01:00:00,2010,NO,PENNSYLVANIA,green
2010-08-03,105.0,DAL2994,MD88,6000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-08-03 01:05:00,2010,NO,PENNSYLVANIA,green
2010-08-04,100.0,AWI3709,CRJ2,2500.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-08-04 01:00:00,2010,NO,PENNSYLVANIA,green
2010-08-04,209.0,N1NJ,S76,800.0,PNE,green,NO,Philadelphia,PENNSYLVANIA,2010-08-04 02:09:00,2010,NO,PENNSYLVANIA,green
2010-08-04,255.0,SWA1413,B737,5000.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-08-04 02:55:00,2010,NO,PENNSYLVANIA,green
2010-08-04,300.0,RPA3307,E170,4000.0,MMJ,green,NO,Pittsburgh,PENNSYLVANIA,2010-08-04 03:00:00,2010,NO,PENNSYLVANIA,green
2010-08-06,255.0,DAL1596,MD88,13000.0,ABE,green,NO,Allentown,PENNSYLVANIA,2010-08-06 02:55:00,2010,NO,PENNSYLVANIA,green
2010-08-06,255.0,COA732,B737,13000.0,ABE,green,NO,Allentown,PENNSYLVANIA,2010-08-06 02:55:00,2010,NO,PENNSYLVANIA,green
2010-08-07,35.0,PDT4528,DH8,1600.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-08-07 00:35:00,2010,NO,PENNSYLVANIA,green
2010-08-07,113.0,WIG7450,C208,,AVP,green,NO,Wilkes-Barre/Scranton,PENNSYLVANIA,2010-08-07 01:13:00,2010,NO,PENNSYLVANIA,green
2010-08-09,246.0,CHQ1384,E135,4000.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-08-09 02:46:00,2010,NO,PENNSYLVANIA,green
2010-08-09,300.0,CHQ1458,CRJ2,3000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-08-09 03:00:00,2010,NO,PENNSYLVANIA,green
2010-08-10,220.0,N1377U,UNKN,2500.0,9W8,green,NO,Brogue,PENNSYLVANIA,2010-08-10 02:20:00,2010,NO,PENNSYLVANIA,green
2010-08-10,228.0,AWI3656,CRJ2,2000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-08-10 02:28:00,2010,NO,PENNSYLVANIA,green
2010-08-10,228.0,AWE1044,B737,2000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-08-10 02:28:00,2010,NO,PENNSYLVANIA,green
2010-08-10,228.0,AWE1410,E190,2000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-08-10 02:28:00,2010,NO,PENNSYLVANIA,green
2010-08-11,150.0,SWA2613,B737,2200.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-08-11 01:50:00,2010,NO,PENNSYLVANIA,green
2010-08-11,329.0,TAI1,B206,1000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-08-11 03:29:00,2010,NO,PENNSYLVANIA,green
2010-08-11,348.0,AWE4217,DH80,3000.0,HAR,green,NO,Harrisburg,PENNSYLVANIA,2010-08-11 03:48:00,2010,NO,PENNSYLVANIA,green
2010-08-12,251.0,N6725B,PA22,4000.0,LHY,green,NO,Wilkes-Barre/Scranton,PENNSYLVANIA,2010-08-12 02:51:00,2010,NO,PENNSYLVANIA,green
2010-08-13,135.0,DAL2394,MD88,2000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-08-13 01:35:00,2010,NO,PENNSYLVANIA,green
2010-08-13,310.0,UPS1133,B757,4000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-08-13 03:10:00,2010,NO,PENNSYLVANIA,green
2010-08-15,241.0,COA1417,B738,12000.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-08-15 02:41:00,2010,NO,PENNSYLVANIA,green
2010-08-19,130.0,AWE5,A320,1000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-08-19 01:30:00,2010,NO,PENNSYLVANIA,green
2010-08-22,124.0,AWE1840,B737,200.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-08-22 01:24:00,2010,NO,PENNSYLVANIA,green
2010-08-23,115.0,N603ME,EC20,1800.0,ERI,green,NO,Erie,PENNSYLVANIA,2010-08-23 01:15:00,2010,NO,PENNSYLVANIA,green
2010-08-24,205.0,N1656ME,EC20,500.0,ERI,green,NO,Erie,PENNSYLVANIA,2010-08-24 02:05:00,2010,NO,PENNSYLVANIA,green
2010-08-26,100.0,LBQ920,BE58,8500.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-08-26 01:00:00,2010,NO,PENNSYLVANIA,green
2010-08-26,120.0,N442GJ,BE40,,PIT,unkn,NO,Pittsburgh,PENNSYLVANIA,2010-08-26 01:20:00,2010,NO,PENNSYLVANIA,unknown
2010-08-27,52.0,DAL78,B763,10300.0,DPK,green,NO,Deer Park,PENNSYLVANIA,2010-08-27 00:52:00,2010,NO,PENNSYLVANIA,green
2010-08-27,140.0,SWA1091,B737,8000.0,LRP,green,NO,Lancaster,PENNSYLVANIA,2010-08-27 01:40:00,2010,NO,PENNSYLVANIA,green
2010-08-28,155.0,N95PD,B206,500.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-08-28 01:55:00,2010,NO,PENNSYLVANIA,green
2010-08-28,240.0,STAT14,EC35,2400.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-08-28 02:40:00,2010,NO,PENNSYLVANIA,green
2010-08-29,108.0,N486LF,BK17,2200.0,AVP,green,NO,Wilkes-Barre/Scranton,PENNSYLVANIA,2010-08-29 01:08:00,2010,NO,PENNSYLVANIA,green
2010-08-29,110.0,STAT3,EC35,1800.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-08-29 01:10:00,2010,NO,PENNSYLVANIA,green
2010-08-30,255.0,AWI3670,CRJ1,12000.0,ETX,green,NO,East Texas,PENNSYLVANIA,2010-08-30 02:55:00,2010,NO,PENNSYLVANIA,green
2010-08-30,315.0,DAL2342,B737,11000.0,ARD,green,NO,Yardley,PENNSYLVANIA,2010-08-30 03:15:00,2010,NO,PENNSYLVANIA,green
2010-08-31,11.0,N5290F,C206,,RDG,white,NO,Reading,PENNSYLVANIA,2010-08-31 00:11:00,2010,NO,PENNSYLVANIA,white
2010-08-31,130.0,AWI3621,CRJ2,3000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-08-31 01:30:00,2010,NO,PENNSYLVANIA,green
2010-09-01,35.0,PDT4275,DH8,3000.0,MDT,green,NO,Harrisburg,PENNSYLVANIA,2010-09-01 00:35:00,2010,NO,PENNSYLVANIA,green
2010-09-01,130.0,AWI3848,CRJ2,1000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-09-01 01:30:00,2010,NO,PENNSYLVANIA,green
2010-09-02,408.0,PDT9311,DH8A,4000.0,PS14,green,NO,Middletown,PENNSYLVANIA,2010-09-02 04:08:00,2010,NO,PENNSYLVANIA,green
2010-09-02,409.0,LION1,UNKN,2000.0,PS14,green,NO,Middletown,PENNSYLVANIA,2010-09-02 04:09:00,2010,NO,PENNSYLVANIA,green
2010-09-03,51.0,N61579,C172,,RDG,green,NO,Reading,PENNSYLVANIA,2010-09-03 00:51:00,2010,NO,PENNSYLVANIA,green
2010-09-03,127.0,WIG7450,C208,3000.0,MDT,green,NO,Harrisburg,PENNSYLVANIA,2010-09-03 01:27:00,2010,NO,PENNSYLVANIA,green
2010-09-04,59.0,SKW6310,CRJ7,3000.0,ABE,green,NO,Allentown,PENNSYLVANIA,2010-09-04 00:59:00,2010,NO,PENNSYLVANIA,green
2010-09-04,132.0,RPA3492,UNKN,3000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-09-04 01:32:00,2010,NO,PENNSYLVANIA,green
2010-09-05,21.0,N934HA,C172,6000.0,MDT,green,NO,Harrisburg,PENNSYLVANIA,2010-09-05 00:21:00,2010,NO,PENNSYLVANIA,green
2010-09-05,240.0,DAL1263,A320,4000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-09-05 02:40:00,2010,NO,PENNSYLVANIA,green
2010-09-05,300.0,PDT4328,DH8,8000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-09-05 03:00:00,2010,NO,PENNSYLVANIA,green
2010-09-06,105.0,UAL406,A320,13000.0,ABE,green,NO,Allentown,PENNSYLVANIA,2010-09-06 01:05:00,2010,NO,PENNSYLVANIA,green
2010-09-06,108.0,RPA1990,E190,15000.0,ABE,green,NO,Allentown,PENNSYLVANIA,2010-09-06 01:08:00,2010,NO,PENNSYLVANIA,green
2010-09-06,319.0,PDT4139,DH8,1000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-09-06 03:19:00,2010,NO,PENNSYLVANIA,green
2010-09-08,402.0,UPS1307,B757,4000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-09-08 04:02:00,2010,NO,PENNSYLVANIA,green
2010-09-09,42.0,BTA2517,E45X,13000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-09-09 00:42:00,2010,NO,PENNSYLVANIA,green
2010-09-10,115.0,RPA3492,E170,6000.0,MXE,green,NO,Modena,PENNSYLVANIA,2010-09-10 01:15:00,2010,NO,PENNSYLVANIA,green
2010-09-10,221.0,PSA252,CRJ7,4000.0,AVP,green,NO,Wilkes-Barre/Scranton,PENNSYLVANIA,2010-09-10 02:21:00,2010,NO,PENNSYLVANIA,green
2010-09-10,224.0,UCA8661,DH80,5000.0,AVP,green,NO,Wilkes-Barre/Scranton,PENNSYLVANIA,2010-09-10 02:24:00,2010,NO,PENNSYLVANIA,green
2010-09-11,14.0,N9417L,C172,3500.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-09-11 00:14:00,2010,NO,PENNSYLVANIA,green
2010-09-11,137.0,SWA3073,B737,8000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-09-11 01:37:00,2010,NO,PENNSYLVANIA,green
2010-09-11,150.0,JIA252,CRJ7,4000.0,AVP,green,NO,Wilkes-Barre/Scranton,PENNSYLVANIA,2010-09-11 01:50:00,2010,NO,PENNSYLVANIA,green
2010-09-11,159.0,AWI3774,CRJ2,8000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-09-11 01:59:00,2010,NO,PENNSYLVANIA,green
2010-09-12,25.0,ECJ41,H25B,,ABE,green,NO,Allentown,PENNSYLVANIA,2010-09-12 00:25:00,2010,NO,PENNSYLVANIA,green
2010-09-12,526.0,RCH132,C17,3000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-09-12 05:26:00,2010,NO,PENNSYLVANIA,green
2010-09-14,230.0,DAL2162,B738,4000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-09-14 02:30:00,2010,NO,PENNSYLVANIA,green
2010-09-15,643.0,PHM65335,Helo,300.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-09-15 06:43:00,2010,NO,PENNSYLVANIA,green
2010-09-16,40.0,BTA3054,E45X,9000.0,MPO,green,NO,Mount Pocono,PENNSYLVANIA,2010-09-16 00:40:00,2010,NO,PENNSYLVANIA,green
2010-09-18,124.0,N6109S,P28A,3700.0,ERI,green,NO,Erie,PENNSYLVANIA,2010-09-18 01:24:00,2010,NO,PENNSYLVANIA,green
2010-09-18,143.0,N94566,C172,3000.0,ERI,green,NO,Erie,PENNSYLVANIA,2010-09-18 01:43:00,2010,NO,PENNSYLVANIA,green
2010-09-20,252.0,CHQ1458,E145,,HAR,green,NO,Harrisburg,PENNSYLVANIA,2010-09-20 02:52:00,2010,NO,PENNSYLVANIA,green
2010-09-21,59.0,PDT4275,DH8A,3000.0,MDT,green,NO,Harrisburg,PENNSYLVANIA,2010-09-21 00:59:00,2010,NO,PENNSYLVANIA,green
2010-09-24,10.0,CHQ3035,E145,6000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-09-24 00:10:00,2010,NO,PENNSYLVANIA,green
2010-09-26,345.0,AAL1202,B737,3500.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-09-26 03:45:00,2010,NO,PENNSYLVANIA,green
2010-09-29,2337.0,CARMN7,C130,11000.0,LNS,red,NO,Lancaster,PENNSYLVANIA,2010-09-29 23:37:00,2010,NO,PENNSYLVANIA,red
2010-10-02,240.0,UAL8932,B772,,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-10-02 02:40:00,2010,NO,PENNSYLVANIA,green
2010-10-03,210.0,GUARD896,H56,1500.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-10-03 02:10:00,2010,NO,PENNSYLVANIA,green
2010-10-05,135.0,N5274V,C172,4100.0,ERI,green,NO,Erie,PENNSYLVANIA,2010-10-05 01:35:00,2010,NO,PENNSYLVANIA,green
2010-10-08,37.0,N610LG,Blimp,900.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-10-08 00:37:00,2010,NO,PENNSYLVANIA,green
2010-10-08,2300.0,TALON26,S76,3000.0,OQN,green,NO,West Chester,PENNSYLVANIA,2010-10-08 23:00:00,2010,NO,PENNSYLVANIA,green
2010-10-09,104.0,N76DA,C206,3500.0,HAR,green,NO,Harrisburg,PENNSYLVANIA,2010-10-09 01:04:00,2010,NO,PENNSYLVANIA,green
2010-10-09,150.0,PDT4474,DH8D,4000.0,PHL,blue,NO,Philadelphia,PENNSYLVANIA,2010-10-09 01:50:00,2010,NO,PENNSYLVANIA,blue
2010-10-09,200.0,SWA1158,B737,4000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-10-09 02:00:00,2010,NO,PENNSYLVANIA,green
2010-10-09,243.0,LBQ968,BE58,1800.0,AGC,green,NO,Pittsburgh,PENNSYLVANIA,2010-10-09 02:43:00,2010,NO,PENNSYLVANIA,green
2010-10-10,149.0,AWI3646,CRJ2,1500.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-10-10 01:49:00,2010,NO,PENNSYLVANIA,green
2010-10-13,104.0,LJY824,C550,12000.0,MMJ,green,NO,Pittsburgh,PENNSYLVANIA,2010-10-13 01:04:00,2010,NO,PENNSYLVANIA,green
2010-10-13,234.0,BTA2882,E145,8000.0,ARD,green,NO,Yardley,PENNSYLVANIA,2010-10-13 02:34:00,2010,NO,PENNSYLVANIA,green
2010-10-13,410.0,UPS557,B757,15000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-10-13 04:10:00,2010,NO,PENNSYLVANIA,green
2010-10-14,2337.0,LXJ824,C550,5000.0,AGC,green,NO,Pittsburgh,PENNSYLVANIA,2010-10-14 23:37:00,2010,NO,PENNSYLVANIA,green
2010-10-17,17.0,TCF5973,E170,,PA69,green,NO,Dillsburg,PENNSYLVANIA,2010-10-17 00:17:00,2010,NO,PENNSYLVANIA,green
2010-10-18,54.0,AWI3709,CRJ2,1500.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-10-18 00:54:00,2010,NO,PENNSYLVANIA,green
2010-10-22,230.0,TCF7653,E170,3600.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-10-22 02:30:00,2010,NO,PENNSYLVANIA,green
2010-10-29,1044.0,PA4292,DHC8,4000.0,PHL,unkn,NO,Philadelphia,PENNSYLVANIA,2010-10-29 10:44:00,2010,NO,PENNSYLVANIA,unknown
2010-10-30,107.0,STAT15,BK17,2300.0,AGC,green,NO,Pittsburgh,PENNSYLVANIA,2010-10-30 01:07:00,2010,NO,PENNSYLVANIA,green
2010-11-07,2341.0,COM483,CRJ1,8000.0,MDT,green,NO,Harrisburg,PENNSYLVANIA,2010-11-07 23:41:00,2010,NO,PENNSYLVANIA,green
2010-11-09,2353.0,SKW4736,CRJ2,11000.0,PIT,green,NO,Pittsburgh,PENNSYLVANIA,2010-11-09 23:53:00,2010,NO,PENNSYLVANIA,green
2010-11-10,125.0,AWI3594,CRJ2,16000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-11-10 01:25:00,2010,NO,PENNSYLVANIA,green
2010-11-13,139.0,AAL408,B738,5000.0,HAR,green,NO,Harrisburg,PENNSYLVANIA,2010-11-13 01:39:00,2010,NO,PENNSYLVANIA,green
2010-11-13,435.0,AWE257,A321,3000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-11-13 04:35:00,2010,NO,PENNSYLVANIA,green
2010-11-14,250.0,AWE257,A321,3000.0,PHL,green,NO,Philadelphia,PENNSYLVANIA,2010-11-14 02:50:00,2010,NO,PENNSYLVANIA,green
2010-11-15,327.0,UCA8738,DH8B,7000.0,ERI,green,NO,Erie,PENNSYLVANIA,2010-11-15 03:27:00,2010,NO,PENNSYLVANIA,green
2010-11-20,105.0,USC731,C208,,AVP,green,NO,Wilkes-Barre/Scranton,PENNSYLVANIA,2010-11-20 01:05:00,2010,NO,PENNSYLVANIA,green
2010-11-21,2238.0,LIFEFLIGHT6,HELO,2000.0,AGC,green,NO,Pittsburgh,PENNSYLVANIA,2010-11-21 22:38:00,2010,NO,PENNSYLVANIA,green
